,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label,meanfreqcategories,sdcategories,mediancategories,Q25categories,Q75categories,IQRcategories,skewcategories,kurtcategories,sp.entcategories,sfmcategories,modecategories,centroidcategories,meanfuncategories,minfuncategories,maxfuncategories,meandomcategories,mindomcategories,maxdomcategories,dfrangecategories,modindxcategories
1334,0.1833310901,0.0581013274,0.1954119548,0.1248465267,0.2211954766,0.0963489499,1.8461650612,7.5845363167,0.9084534902,0.3851044676,0.1954119548,0.1833310901,0.1167478539,0.0469667319,0.2790697674,0.910546875,0.0234375,3.8203125,3.796875,0.1467372134,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1335,0.164709822,0.0705475653,0.1925267994,0.1059111792,0.2182542113,0.1123430322,1.9089202494,6.3192496854,0.9367751769,0.6135742292,0.2058192956,0.164709822,0.1234100435,0.0469667319,0.2651933702,1.2795758929,0.0234375,8.109375,8.0859375,0.1097635393,male,Q2,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q3,Q3,Q2,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
1336,0.1862136434,0.0564876759,0.2057420925,0.1246715328,0.2254987835,0.1008272506,1.9926988168,7.7217168816,0.8935340946,0.3488840665,0.2105109489,0.1862136434,0.1146210621,0.0472906404,0.2774566474,0.6214717742,0.0234375,3.8671875,3.84375,0.1426393728,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1337,0.1786960519,0.0592457393,0.1922316865,0.1211584327,0.2203747871,0.0992163543,1.322066845,4.4308106307,0.9238247821,0.4746745846,0.1970017036,0.1786960519,0.1364608463,0.049382716,0.2790697674,0.925464527,0.0234375,4.5,4.4765625,0.1276811349,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1338,0.1773260954,0.064391083,0.1863216266,0.1345656192,0.230831793,0.0962661738,0.8049131276,2.757656179,0.9480777483,0.620632757,0.2360073937,0.1773260954,0.1137830563,0.0470588235,0.2774566474,0.86328125,0.0234375,4.21875,4.1953125,0.156948324,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q3,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1339,0.1817021227,0.0584980089,0.1966666667,0.1161111111,0.2222222222,0.1061111111,1.3443999964,3.945740906,0.9000555851,0.3596767175,0.2077777778,0.1817021227,0.1325132181,0.0469667319,0.2742857143,1.536328125,0.0234375,11.7890625,11.765625,0.1155378486,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
1340,0.1905780036,0.0597165204,0.1907468124,0.1519854281,0.2422586521,0.090273224,2.7273005693,13.7102136034,0.9011496126,0.3708738833,0.1866666667,0.1905780036,0.1181395194,0.0471976401,0.2790697674,1.262109375,0.0234375,4.7578125,4.734375,0.1949080622,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
1341,0.1869427729,0.0609858377,0.1891044776,0.1473134328,0.2350746269,0.087761194,1.5568418674,5.3898313782,0.9141629785,0.4114130492,0.183358209,0.1869427729,0.1291959177,0.048241206,0.2774566474,0.7586348684,0.0234375,4.5,4.4765625,0.108802356,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1342,0.1799395082,0.0607490665,0.1974501992,0.1215936255,0.2225498008,0.1009561753,1.3850910922,4.8057069532,0.9271997624,0.5280542008,0.2030278884,0.1799395082,0.1254248215,0.0474777448,0.2790697674,1.2214285714,0.0234375,4.921875,4.8984375,0.1522129187,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
1343,0.1876968629,0.0573178282,0.1994710744,0.1360661157,0.2281652893,0.0920991736,1.7230291878,6.2105272266,0.9029007633,0.3586520979,0.2272396694,0.1876968629,0.1209870799,0.0486815416,0.2742857143,0.6584302326,0.0234375,8.390625,8.3671875,0.0383311219,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q2,Q2,Q1
1344,0.1787082073,0.0599299235,0.1916078431,0.1152941176,0.2201568627,0.1048627451,2.173188758,8.5334628272,0.9029359458,0.4336589594,0.1927058824,0.1787082073,0.1167306703,0.0470127326,0.2790697674,1.0546875,0.0234375,5.15625,5.1328125,0.095336931,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
1345,0.1915430533,0.0582536317,0.2093269231,0.1339423077,0.2355769231,0.1016346154,1.1359481274,3.7069594504,0.9135812024,0.3969125824,0.2301923077,0.1915430533,0.1273587006,0.0478564307,0.275862069,1.5452586207,0.1171875,5.15625,5.0390625,0.2316636852,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
1346,0.1798376223,0.0600272522,0.1889841986,0.1238826185,0.2199548533,0.0960722348,1.4535315791,4.8200963577,0.9126056985,0.4327401949,0.1915124153,0.1798376223,0.119142966,0.0473840079,0.2696629213,0.943359375,0.0234375,4.453125,4.4296875,0.164021164,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1347,0.1804730957,0.0603542525,0.2025218914,0.1176882662,0.2211558669,0.1034676007,1.795643166,5.8449347722,0.9120692355,0.481725935,0.2177232925,0.1804730957,0.1184423006,0.0469667319,0.2696629213,1.6727834302,0.0234375,9.3984375,9.375,0.1454878049,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
1348,0.1784474664,0.0617068675,0.1886440678,0.1198305085,0.2212711864,0.101440678,1.7041889418,6.1680050421,0.9213610771,0.5028325803,0.1892372881,0.1784474664,0.1282622436,0.0474777448,0.2711864407,1.0823863636,0.0234375,4.6640625,4.640625,0.1896551724,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
1349,0.1906527204,0.0571709569,0.2092631579,0.1296842105,0.2316631579,0.1019789474,1.5172541975,4.7150576209,0.8981872123,0.3581692324,0.2181052632,0.1906527204,0.1041873833,0.047151277,0.262295082,0.7174479167,0.140625,3.09375,2.953125,0.1335200747,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1350,0.2068424413,0.0625126069,0.2294936709,0.1426582278,0.2689240506,0.1262658228,2.9997981474,14.4040629266,0.8596898342,0.2384675089,0.2773417722,0.2068424413,0.1417845762,0.047151277,0.2790697674,1.2095788043,0.0234375,7.1015625,7.078125,0.1436763043,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
1351,0.1956395799,0.0628187209,0.2215111111,0.1360592593,0.2505481481,0.1144888889,1.47386218,4.9099810795,0.9181834174,0.4597058819,0.2609185185,0.1956395799,0.1379238521,0.0476190476,0.2637362637,1.171875,0.0234375,6.3515625,6.328125,0.1515226337,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
1352,0.1927257581,0.0548152205,0.187962963,0.1430246914,0.2437037037,0.1006790123,1.1148591843,3.820472506,0.9094325873,0.3131339033,0.1434567901,0.1927257581,0.1336005068,0.048048048,0.2790697674,1.1305147059,0.0234375,6.7734375,6.75,0.1308333333,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
1353,0.1933169946,0.0603819879,0.2123972603,0.1423972603,0.2478767123,0.1054794521,1.2975834902,4.3044543832,0.9133248804,0.4161360923,0.2651369863,0.1933169946,0.1437394046,0.0478564307,0.2774566474,0.8806640625,0.0234375,6.0234375,6,0.1167279412,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1354,0.2029718873,0.0572547558,0.2288932039,0.1451650485,0.2522718447,0.1071067961,1.2622725468,3.6358278863,0.881478061,0.2304645726,0.1435339806,0.2029718873,0.137973175,0.04743083,0.2742857143,0.8361486486,0.0234375,6.9375,6.9140625,0.1016949153,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q2,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1355,0.187855712,0.0536225457,0.1708,0.1493333333,0.2342666667,0.0849333333,1.5329623829,5.8770282137,0.910408128,0.3421581114,0.1614666667,0.187855712,0.1395694672,0.0475247525,0.275862069,1.1545758929,0.0234375,7.4296875,7.40625,0.1678094233,male,Q3,Q2,Q2,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
1356,0.2077918533,0.0592870661,0.236641791,0.148880597,0.2575373134,0.1086567164,1.5881473834,4.7706364434,0.8771055115,0.2710405838,0.2491791045,0.2077918533,0.1417753345,0.0471050049,0.2666666667,0.9498355263,0.0234375,4.921875,4.8984375,0.0985083028,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1357,0.1996992106,0.0536998636,0.2141906874,0.1545898004,0.249578714,0.0949889135,1.6111861826,5.3435880917,0.879361609,0.2419132402,0.2415077605,0.1996992106,0.1269913424,0.0488798371,0.2487046632,0.74296875,0.0234375,6.515625,6.4921875,0.0902527076,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1358,0.2071644932,0.0616270519,0.2364648118,0.1402291326,0.2580032733,0.1177741408,1.9080599768,6.4717427518,0.8753822962,0.290112469,0.2749590835,0.2071644932,0.1277055123,0.0469208211,0.2790697674,1.0947916667,0.0234375,5.6953125,5.671875,0.1458087367,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
1359,0.2009399499,0.0590978332,0.2251807229,0.1387349398,0.2521686747,0.1134337349,1.5144584137,4.8193188105,0.8860846517,0.2600910079,0.2551204819,0.2009399499,0.1164264314,0.0478564307,0.256684492,0.9909986413,0.140625,5.296875,5.15625,0.0628787879,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
1360,0.2058876106,0.0588832151,0.2322441652,0.1432675045,0.2558707361,0.1126032316,1.8046040466,5.8572420214,0.8846614701,0.2772059908,0.2649192101,0.2058876106,0.1227351708,0.047151277,0.2790697674,1.1592548077,0.0234375,6,5.9765625,0.1066448802,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
1361,0.2038652175,0.0594554177,0.2272535211,0.145915493,0.2578169014,0.1119014085,1.3806662499,4.2233592791,0.8971637831,0.3302759224,0.2282394366,0.2038652175,0.1362946345,0.0528052805,0.2742857143,1.13671875,0.0234375,5.9296875,5.90625,0.0988562092,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
1362,0.1940425415,0.0583848633,0.2095977011,0.1432183908,0.2413793103,0.0981609195,1.2186753559,4.3499868748,0.9170406786,0.400146609,0.234137931,0.1940425415,0.1407850302,0.0487309645,0.2727272727,1.296705163,0.0234375,6.7265625,6.703125,0.1235431235,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
1363,0.1994524072,0.0595361686,0.2236333879,0.1457283142,0.2506710311,0.1049427169,1.3753218552,4.4680273726,0.9075589358,0.4014253663,0.2488379705,0.1994524072,0.1374170345,0.0518358531,0.2774566474,0.9971127717,0.0234375,8.109375,8.0859375,0.0767778901,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
1364,0.1915277961,0.059902474,0.1758913413,0.143565365,0.2510016978,0.1074363328,1.1943079222,3.6705858497,0.9126569948,0.415626598,0.1701867572,0.1915277961,0.1346173986,0.0475718533,0.2742857143,1.0534206081,0.0234375,4.828125,4.8046875,0.162601626,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
1365,0.2019772166,0.056525402,0.2296575342,0.1457534247,0.2478767123,0.1021232877,1.9444548743,7.1948373615,0.8844567973,0.2538599455,0.245,0.2019772166,0.1315864249,0.0473372781,0.2742857143,1.2576219512,0.0234375,8.6953125,8.671875,0.0677927928,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
1366,0.2081390284,0.0579507414,0.2327531083,0.1412433393,0.2561278863,0.1148845471,1.5648451698,4.9958251705,0.8679775446,0.1798238299,0.2611012433,0.2081390284,0.1319170776,0.0517241379,0.2742857143,0.8813590116,0.0234375,6.09375,6.0703125,0.0916282136,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1367,0.1991227066,0.0589882806,0.2222289157,0.146746988,0.2534337349,0.106686747,1.2254951633,3.4384751077,0.8935536792,0.2974452054,0.2694578313,0.1991227066,0.127859664,0.0473840079,0.2790697674,1.287627551,0.1171875,7.9921875,7.875,0.0992494824,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
1368,0.2043359919,0.059620635,0.2292717584,0.1442273535,0.2571225577,0.1128952043,1.5529648444,5.1869317481,0.8831269842,0.2665430099,0.2630905861,0.2043359919,0.1300412964,0.0478087649,0.2711864407,1.6082589286,0.0234375,10.8046875,10.78125,0.1065789474,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
1369,0.2090951518,0.0581319612,0.2344547135,0.146987061,0.2577449168,0.1107578558,1.7177593079,5.7614915364,0.8865713377,0.2777782957,0.2541219963,0.2090951518,0.1284229398,0.0538720539,0.2711864407,0.6595052083,0.0234375,5.390625,5.3671875,0.0788937409,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1370,0.2035493781,0.0573380852,0.2226811594,0.1501449275,0.2541304348,0.1039855072,1.4400836224,4.6373052971,0.8983436766,0.3152699341,0.2612318841,0.2035493781,0.1244086657,0.0470588235,0.275862069,1.01953125,0.0234375,8.2265625,8.203125,0.0873109244,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
1371,0.2057420473,0.0580406719,0.2352,0.1451851852,0.2517925926,0.1066074074,2.2349609783,8.7389528991,0.8849850315,0.3227829083,0.239762963,0.2057420473,0.133266282,0.0475247525,0.2774566474,1.08046875,0.0234375,7.640625,7.6171875,0.1186622074,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
1372,0.2084338259,0.0574516038,0.2339555556,0.1464296296,0.2526222222,0.1061925926,1.8793414408,6.4034294847,0.8776842443,0.2503153689,0.2385185185,0.2084338259,0.1334311286,0.0474777448,0.2774566474,1.0546875,0.0234375,15.09375,15.0703125,0.0566824394,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q3,Q3,Q1
1373,0.2018866464,0.0613344703,0.195768595,0.1467107438,0.2651900826,0.1184793388,2.2415036908,8.273445624,0.879392541,0.3129411297,0.2786115702,0.2018866464,0.1377018761,0.0498960499,0.2790697674,0.959765625,0.0234375,7.5,7.4765625,0.0923421406,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q2,Q2,Q1
1374,0.1932824737,0.0593710166,0.2131087289,0.1415007657,0.2435528331,0.1020520674,1.804999882,6.3518316297,0.9054960018,0.4053740282,0.2371209801,0.1932824737,0.1404602836,0.0500521376,0.2774566474,1.5639204545,0.0234375,8.6953125,8.671875,0.1529871977,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
1375,0.1967952498,0.0577792305,0.2118681319,0.1454945055,0.2483516484,0.1028571429,1.1948148774,4.0091280138,0.905941955,0.3246119274,0.2782417582,0.1967952498,0.1297662418,0.0475247525,0.2790697674,0.652434593,0.0234375,4.6171875,4.59375,0.1020408163,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1376,0.197676486,0.0563215949,0.2185837651,0.1479792746,0.2475993092,0.0996200345,1.476048745,5.2563774967,0.8994151685,0.3238764553,0.2592055268,0.197676486,0.1248532844,0.047151277,0.2790697674,0.5308866279,0.0234375,3.6328125,3.609375,0.1051948052,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1377,0.200428134,0.0604522321,0.2255904335,0.1402092676,0.2519581465,0.1117488789,1.5386222738,4.9627370588,0.8940956713,0.3259751262,0.2347982063,0.200428134,0.1371822712,0.0522306855,0.275862069,0.7700892857,0.0234375,3.984375,3.9609375,0.1530571992,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1378,0.2048448809,0.0599095781,0.2305882353,0.1350588235,0.2515882353,0.1165294118,1.5199398062,4.3388247477,0.8776181293,0.2641563814,0.2515882353,0.2048448809,0.1358205679,0.0500521376,0.2774566474,1.519361413,0.0234375,6.2109375,6.1875,0.1146284271,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
1379,0.1941111497,0.0554368442,0.1955475763,0.1503052065,0.2402872531,0.0899820467,1.8668296071,6.7254224691,0.8860318862,0.2932210705,0.2367684022,0.1941111497,0.1324731268,0.0473840079,0.2696629213,1.304296875,0.0234375,8.109375,8.0859375,0.1292270531,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
1380,0.1991039096,0.0559710312,0.2235820896,0.148880597,0.245,0.096119403,1.6657950285,6.5899186555,0.8946499997,0.3082108983,0.2308955224,0.1991039096,0.1308403454,0.0469667319,0.2790697674,0.7327302632,0.0234375,3.65625,3.6328125,0.110459433,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1381,0.2076043511,0.0575650617,0.2312419974,0.148425096,0.2541869398,0.1057618438,1.566731178,5.0648198053,0.8947434868,0.2574298802,0.2441485275,0.2076043511,0.1291541662,0.0472906404,0.275862069,0.9934210526,0.0234375,8.296875,8.2734375,0.064711437,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
1382,0.2075926699,0.0582503045,0.2350617284,0.1361111111,0.2532098765,0.1170987654,2.0623026747,7.1773855524,0.8690685434,0.2366435511,0.2389506173,0.2075926699,0.1214685762,0.048048048,0.275862069,0.8452148438,0.140625,5.109375,4.96875,0.0779373928,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1383,0.2033070236,0.0554401313,0.2110769231,0.1545384615,0.2503846154,0.0958461538,1.0210863012,3.3903422523,0.9068958555,0.3243420305,0.2767692308,0.2033070236,0.1206196852,0.0484848485,0.2774566474,0.9423076923,0.0234375,5.9765625,5.953125,0.084536308,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1384,0.2051654963,0.0588377104,0.2304545455,0.1436363636,0.2518181818,0.1081818182,1.7161813542,6.1079210656,0.8843608492,0.2983389734,0.2431818182,0.2051654963,0.1238407952,0.0472440945,0.2696629213,0.8765625,0.0234375,7.546875,7.5234375,0.0750412314,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q2,Q2,Q1
1385,0.2069992566,0.0561272573,0.2297307002,0.1553321364,0.2523518851,0.0970197487,1.5473058901,5.2604440838,0.8976597732,0.3088583691,0.2417953321,0.2069992566,0.147240541,0.047761194,0.2790697674,1.0650275735,0.0234375,5.109375,5.0859375,0.1816009558,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
1386,0.1995475148,0.0559188174,0.219109589,0.1505479452,0.2464383562,0.095890411,0.9907259105,3.070988491,0.900645942,0.2883173647,0.2421232877,0.1995475148,0.1261760852,0.0511182109,0.2790697674,0.9849200581,0.1640625,5.25,5.0859375,0.110483871,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q2,Q1,Q1,Q1
1387,0.2077343718,0.0597337666,0.2386234818,0.1451012146,0.2590283401,0.1139271255,2.1362814241,7.6102338084,0.8700590865,0.285756221,0.2601619433,0.2077343718,0.1365359863,0.04743083,0.2681564246,1.8791360294,0.1640625,7.734375,7.5703125,0.179373065,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q2,Q2,Q2,Q1
1388,0.2014103177,0.0523981723,0.2179406632,0.1578359511,0.2467713787,0.0889354276,0.9148037164,3.0560373778,0.9076932511,0.2817132919,0.2492146597,0.2014103177,0.1365025237,0.0482897384,0.2742857143,1.7145432692,0.0234375,5.484375,5.4609375,0.1625852058,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
1389,0.1996285323,0.0558927932,0.2252064632,0.1397486535,0.2463195691,0.1065709156,2.2719223253,8.9379195781,0.8713385687,0.2597854995,0.2428007181,0.1996285323,0.1310365625,0.0494335736,0.2711864407,0.767578125,0.0234375,4.546875,4.5234375,0.1554404145,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1390,0.204827436,0.0553883424,0.2247647951,0.1559332322,0.2494081942,0.0934749621,1.2219689483,3.8996225379,0.8988521758,0.2560050238,0.2761760243,0.204827436,0.1316648281,0.0473840079,0.2774566474,0.9278192935,0.0234375,6.7265625,6.703125,0.0973904145,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1391,0.2062613613,0.058482022,0.2277199282,0.1427648115,0.2558707361,0.1131059246,1.3316950098,4.0549865784,0.8834132225,0.2311408215,0.27497307,0.2062613613,0.1204755411,0.0475718533,0.256684492,0.9283536585,0.0234375,4.9453125,4.921875,0.1157509158,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1392,0.191005065,0.0513533009,0.1739317774,0.1538240575,0.2448114901,0.0909874327,1.5082342149,5.0104857316,0.8906344447,0.2704102176,0.1573429084,0.191005065,0.1385505315,0.0475718533,0.2742857143,1.3816692073,0.1875,8.859375,8.671875,0.1390852391,male,Q3,Q2,Q2,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q2,Q3,Q2,Q1,Q3,Q2,Q2,Q2,Q2,Q1
1393,0.1974298836,0.0481425497,0.1900149477,0.1678325859,0.2448430493,0.0770104634,1.6496763061,5.3742203707,0.8906071259,0.2676987416,0.2486098655,0.1974298836,0.1390929636,0.0488301119,0.2711864407,1.19578125,0.140625,7.640625,7.5,0.1220108696,male,Q3,Q2,Q3,Q3,Q3,Q1,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
1394,0.2035849851,0.0546258148,0.2268613139,0.1553284672,0.2472992701,0.0919708029,1.3666299031,4.5226375535,0.8970696496,0.2793509183,0.2428029197,0.2035849851,0.1325074003,0.0469667319,0.275862069,0.6740828804,0.0234375,3.5390625,3.515625,0.12,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
1395,0.185490112,0.0546197465,0.1677250409,0.144811784,0.2341734861,0.0893617021,1.376769551,4.1745847792,0.9039341166,0.3588475374,0.1608510638,0.185490112,0.1289359694,0.0495867769,0.2651933702,1.1182291667,0.0234375,9.328125,9.3046875,0.1033345328,male,Q3,Q2,Q2,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
1396,0.1970657166,0.0603532412,0.2080821918,0.1404794521,0.2521917808,0.1117123288,1.4513492081,4.693154231,0.8980079442,0.3212276337,0.2771232877,0.1970657166,0.1510593822,0.0475718533,0.275862069,0.9147321429,0.0234375,4.8515625,4.828125,0.1412788751,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
